institution.displayName,institution.schoolType,institution.aliasNames,institution.state,institution.city,institution.zip,institution.region,institution.isPublic,institution.institutionalControl,institution.primaryPhotoCardThumb,ranking.displayRank,ranking.sortRank,ranking.isTied,searchData.actAvg.rawValue,searchData.percentReceivingAid.rawValue,searchData.acceptanceRate.rawValue,searchData.tuition.rawValue,searchData.hsGpaAvg.rawValue,searchData.engineeringRepScore.rawValue,searchData.parentRank.rawValue,searchData.enrollment.rawValue,searchData.businessRepScore.rawValue,searchData.satAvg.rawValue,searchData.costAfterAid.rawValue,searchData.testAvgs.displayValue.0.value,searchData.testAvgs.displayValue.1.value
RINGLING-COLLEGE-OF-ART-AND-DESIGN,specialty-arts,,FL,Sarasota,34234,,True,private,,Unranked,-2,False,,,65,55260,3.5,,,1705,,,,N/A,N/A
RIO-HONDO-COLLEGE,regional-colleges-west,,CA,Whittier,90601,west,True,public,,Unranked,-2,False,,,,9884,,,,15593,,,,N/A,N/A
RIPON-COLLEGE,national-liberal-arts-colleges,,WI,Ripon,54971,,True,private,,#146,146,True,19,,81,50700,3.4,,,766,,990,,990-1170,19-27
RIVIER-UNIVERSITY,regional-universities-north,,NH,Nashua,03060,north,True,private,,#151-167,-1,False,,,84,36610,,,,1454,,,,N/A,N/A
ROANOKE-COLLEGE,national-liberal-arts-colleges,,VA,Salem,24153,,True,private,,#130,130,True,19,,80,36774,3.4,,,1826,,1060,,1060-1260,19-26
ROBERT-MORRIS-UNIVERSITY,national-universities,,PA,Moon Township,15108,,True,private,,#201,201,True,,73,94,34740,3.7,2.2,,2782,2.2,,26399.0,N/A,N/A
ROBERTS-WESLEYAN-COLLEGE,regional-universities-north,,NY,Rochester,14624,north,True,private,,#91,91,True,25,,100,37380,3.6,,,1052,,1150,,1150-1340,25-30
ROCHESTER-INSTITUTE-OF-TECHNOLOGY,national-universities,RIT,NY,Rochester,14623,,True,private,,#98,98,True,29,73,67,57016,3.7,3.1,,13940,3.2,1270,37527.0,1270-1450,29-33
ROCHESTER-UNIVERSITY,regional-colleges-midwest,,MI,Rochester Hills,48307,midwest,True,private,,#51,51,False,,,98,26735,,,,1087,,,,N/A,N/A
ROCKFORD-UNIVERSITY,regional-universities-midwest,,IL,Rockford,61108,midwest,True,private,,#138,138,False,12,,55,36800,3.2,,,951,,840,,840-1086,12-20
ROCKHURST-UNIVERSITY,regional-universities-midwest,,MO,Kansas City,64110,midwest,True,private,,#13,13,True,19,67,66,42901,3.7,< 2.0,,2545,2.3,1050,30112.0,1050-1225,19-27
ROCKY-MOUNTAIN-COLLEGE,regional-universities-west,,MT,Billings,59102,west,True,private,,#91,91,True,18,,75,33252,3.4,,,845,,970,,970-1230,18-24
ROCKY-MOUNTAIN-COLLEGE-OF-ART-AND-DESIGN,regional-colleges-west,,CO,Lakewood,80214,west,True,proprietary,,#29,29,False,,,,22607,,,,1837,,,,N/A,N/A
ROGERS-STATE-UNIVERSITY,regional-colleges-west,,OK,Claremore,74017,west,True,public,,#31,31,False,17,,60,16260,3.4,,,3063,,818,,818-915,17-23
ROGER-WILLIAMS-UNIVERSITY,regional-universities-north,,RI,Bristol,02809,north,True,private,,#50,50,True,25,45,91,42666,3.4,2.6,,4103,2.4,1120,40642.0,1120-1270,25-31
ROLLINS-COLLEGE,regional-universities-south,,FL,Winter Park,32789,south,True,private,,#1,1,False,23,49,50,58300,3.5,,,2263,2.7,1120,36162.0,1120-1340,23-29
ROOSEVELT-UNIVERSITY,national-universities,,IL,Chicago,60605,,True,private,,#390,390,True,21,,88,20280,3,,,2391,,860,,860-1120,21-27
ROSE-HULMAN-INSTITUTE-OF-TECHNOLOGY,specialty-engineering,Rose Hulman Institute of Technology,IN,Terre Haute,47803,,True,private,,Unranked,-2,False,,,73,54174,3.9,4.6,,2169,,,,N/A,N/A
ROSEMAN-UNIVERSITY-OF-HEALTH-SCIENCES,health,,NV,Henderson,,,True,private,,Unranked,-2,False,,,,41667,,,,559,,,,N/A,N/A
ROSEMONT-COLLEGE,regional-universities-north,,PA,Rosemont,19010,north,True,private,,#148,148,True,18,,76,21175,3,,,425,,980,,980-1200,18-23
ROWAN-UNIVERSITY,national-universities,,NJ,Glassboro,08028,,True,public,,#163,163,True,23,41,77,25564,3.4,2.5,,15264,2.4,1090,31226.0,1090-1300,23-31
RUSSELL-SAGE-COLLEGE,national-universities,,NY,Troy,12180,,True,private,,#195,195,True,15,87,74,36756,3.3,,,1126,,900,29895.0,900-1160,15-25
RUST-COLLEGE,national-liberal-arts-colleges,,MS,Holly Springs,38635,,True,private,,#186-204,-1,False,,,38,9900,,,,768,,,,N/A,N/A
RUTGERS-UNIVERSITY-CAMDEN,national-universities,"Rutgers University Rutgers, the State University of New Jersey Camden",NJ,Camden,08102,,True,public,,#98,98,True,25,58,77,35841,,,,4185,2.8,1030,41617.0,1030-1280,25-30
RUTGERS-UNIVERSITY-NEWARK,national-universities,"Rutgers University Rutgers, the State University of New Jersey Newark",NJ,Newark,07102,,True,public,,#82,82,True,21,34,74,35348,,,,7511,3.0,1030,42984.0,1030-1270,21-28
RUTGERS-UNIVERSITY-NEW-BRUNSWICK,national-universities,"Rutgers University Rutgers, the State University of New Jersey New Brunswick",NJ,Piscataway,08854,,True,public,,#40,40,True,28,15,66,36001,,3.1,,36344,3.2,1270,43076.0,1270-1480,28-33
SACRED-HEART-MAJOR-SEMINARY,national-liberal-arts-colleges,,MI,Detroit,48206,,True,private,,Unranked,-2,False,,,100,22277,,,,190,,,,N/A,N/A
SACRED-HEART-UNIVERSITY,national-universities,,CT,Fairfield,06825,,True,private,,#209,209,True,26,59,66,48460,3.7,,,6782,2.4,1140,47500.0,1140-1280,26-29
SAGINAW-VALLEY-STATE-UNIVERSITY,regional-universities-midwest,,MI,University Center,48710,midwest,True,public,,#120,120,True,19,,78,27164,,2.0,,6789,< 2.0,960,,960-1170,19-25
SAINT-ANSELM-COLLEGE,national-liberal-arts-colleges,St Anselm College Saint Anselm College,NH,Manchester,03102,,True,private,,#89,89,True,26,68,82,46800,3.4,,,1959,,1120,36693.0,1120-1290,26-30
SAINT-ANTHONY-COLLEGE-OF-NURSING,health,St Anthony College of Nursing Saint Anthony College of Nursing,IL,Rockford,61114,,True,private,,Unranked,-2,False,,,100,27811,,,,181,,,,N/A,N/A
SAINT-AUGUSTINE'S-UNIVERSITY,regional-colleges-south,St Augustine's College Saint Augustine's College St Augustines College Saint Augustines College St. Augustines College,NC,Raleigh,27610,south,True,private,,#86,86,True,,,72,16896,0,,,937,,,,N/A,N/A
SAINT-ELIZABETH-UNIVERSITY,regional-universities-north,College of St Elizabeth College of Saint Elizabeth,NJ,Morristown,07960,north,True,private,,#96,96,True,,,73,35836,,,,737,,,,N/A,N/A
SAINT-JOHNS-RIVER-STATE-COLLEGE,regional-colleges-south,,FL,Palatka,32177,south,True,public,,Unranked,-2,False,,,,10347,,,,6318,,,,N/A,N/A
SAINT-JOSEPH'S-UNIVERSITY,regional-universities-north,St Joseph's University Saint Joseph's University St Josephs University Saint Josephs University St. Josephs University,PA,Philadelphia,19131,north,True,private,,#8,8,False,26,61,89,51340,,,,5073,2.8,1130,41472.0,1130-1320,26-31
SAINT-LEO-UNIVERSITY,national-universities,St Leo University Saint Leo University,FL,Saint Leo,33574,,True,private,,#390,390,True,19,,80,28360,3.2,,,2336,,930,,930-1150,19-25
SAINT-LOUIS-UNIVERSITY,national-universities,St Louis University Saint Louis University,MO,St. Louis,63103,,True,private,,#105,105,True,26,60,85,53244,3.9,2.0,,7426,3.0,1210,34857.0,1210-1400,26-31
SAINT-MARTIN'S-UNIVERSITY,regional-universities-west,St Martin's University Saint Martin's University St Martins University Saint Martins University St. Martins University,WA,Lacey,98503,west,True,private,,#33,33,False,19,81,95,44210,3.4,2.1,,1367,,925,30649.0,925-1180,19-24
SAINT-MARY-OF-THE-WOODS-COLLEGE,regional-universities-midwest,St Mary-of-the-Woods College Saint Mary-of-the-Woods College St Mary of the Woods College Saint Mary of the Woods College St. Mary of the Woods College St. Mary of the Woods College,IN,St. Mary-of-the-Woods,47876,midwest,True,private,,#35,35,True,18,98,79,33490,3.2,,,815,,868,23085.0,868-1052,18-30
SAINT-MARY'S-COLLEGE,national-liberal-arts-colleges,St Mary's College Saint Mary's College St Marys College Saint Marys College St. Marys College,IN,Notre Dame,46556,,True,private,,#82,82,True,23,74,84,51430,3.8,,,1406,,1030,31288.0,1030-1270,23-30
SAINT-MARY'S-COLLEGE-OF-CALIFORNIA,regional-universities-west,St Mary's College of California Saint Mary's College of California St Marys College of California Saint Marys College of California St. Marys College of California,CA,Moraga,94556,west,True,private,,#4,4,True,26,56,88,56134,3.7,,,2003,2.4,1085,56757.0,1085-1260,26-31
SAINT-MARY'S-UNIVERSITY-OF-MINNESOTA,national-universities,St Mary's University of Minnesota Saint Mary's University of Minnesota St Marys University of Minnesota Saint Marys University of Minnesota St. Marys University of Minnesota,MN,Winona,55987,,True,private,,#296,296,True,21,,97,43160,3.5,,,1100,,,,N/A,21-28
SAINT-MICHAEL'S-COLLEGE,national-liberal-arts-colleges,St Michael's College Saint Michael's College St Michaels College Saint Michaels College St. Michaels College,VT,Colchester,05439,,True,private,,#116,116,True,27,,85,50040,,,,1209,,1160,,1160-1316,27-30
SAINT-PETER'S-UNIVERSITY,regional-universities-north,St Peter's College Saint Peter's College St Peters College Saint Peters College St. Peters College,NJ,Jersey City,07306,north,True,private,,#45,45,True,22,76,89,41054,3.3,,,2068,,910,26395.0,910-1163,22-26
SAINT-VINCENT-COLLEGE,national-liberal-arts-colleges,St Vincent College Saint Vincent College,PA,Latrobe,15650,,True,private,,#124,124,True,22,,73,41785,3.6,,,1375,,1030,,1030-1250,22-28
SAINT-XAVIER-UNIVERSITY,regional-universities-midwest,St Xavier University Saint Xavier University,IL,Chicago,60655,midwest,True,private,,#38,38,True,19,87,84,36840,3.6,,,2981,2.1,890,23558.0,890-1090,19-24
SALEM-COLLEGE,national-liberal-arts-colleges,,NC,Winston-Salem,27101,,True,private,,#139,139,True,20,,81,32236,3.6,,,364,,973,,973-1195,20-28
SALEM-STATE-UNIVERSITY,regional-universities-north,,MA,Salem,01970,north,True,public,,#96,96,True,,,93,18961,3.3,,,5078,< 2.0,1000,,1000-1190,N/A
SALEM-UNIVERSITY,regional-universities-south,,WV,Salem,26426,south,True,proprietary,,#123-135,-1,False,,,,13150,,,,782,,,,N/A,N/A
SALISBURY-UNIVERSITY,regional-universities-north,,MD,Salisbury,21801,north,True,public,,#54,54,True,22,51,91,21332,3.7,,,6378,2.2,1180,29183.0,1180-1320,22-27
SALISH-KOOTENAI-COLLEGE,tribal,,MT,Pablo,59855,,True,public,,Unranked,-2,False,,,,11583,,,,615,,,,N/A,N/A
SALVE-REGINA-UNIVERSITY,regional-universities-north,,RI,Newport,02840,north,True,private,,#27,27,True,25,70,70,47930,3.6,,,2190,,1130,41438.0,1130-1280,25-28
SAMFORD-UNIVERSITY,national-universities,,AL,Birmingham,35229,,True,private,,#185,185,True,23,37,83,38144,3.8,,,3672,2.7,1080,33680.0,1080-1270,23-29
SAM-HOUSTON-STATE-UNIVERSITY,national-universities,,TX,Huntsville,77340,,True,public,,#249,249,True,18,,85,22996,0,,,18235,2.2,960,,960-1140,18-24
SAMUEL-MERRITT-UNIVERSITY,health,,CA,Oakland,94609,,True,private,,Unranked,-2,False,,,,86969,,,,728,,,,N/A,N/A
SAN-DIEGO-CHRISTIAN-COLLEGE,regional-universities-west,,CA,Santee,92071,west,True,private,,#98,98,True,,,53,26300,,,,449,,,,N/A,N/A
SAN-DIEGO-MESA-COLLEGE,regional-colleges-west,,CA,San Diego,92111,west,True,public,,Unranked,-2,False,,,,7440,,,,18028,,,,N/A,N/A
SAN-DIEGO-STATE-UNIVERSITY,national-universities,SDSU,CA,San Diego,92182,,True,public,,#105,105,True,,14,39,20170,3.9,2.6,,31724,3.1,,37405.0,N/A,N/A
SAN-FRANCISCO-CONSERVATORY-OF-MUSIC,specialty-arts,,CA,San Francisco,94102,,True,private,,Unranked,-2,False,,,46,52800,,,,228,,,,N/A,N/A
SAN-FRANCISCO-STATE-UNIVERSITY,national-universities,SFSU,CA,San Francisco,94132,,True,public,,#178,178,True,,,91,19404,,3.0,,21868,2.6,,,N/A,N/A
SAN-JOAQUIN-VALLEY-COLLEGE-VISALIA,health,,CA,Visalia,93291,,True,proprietary,,Unranked,-2,False,,,,16802,,,,2240,,,,N/A,N/A
SAN-JOSE-STATE-UNIVERSITY,regional-universities-west,,CA,San Jose,95192,west,True,public,,#4,4,True,21,4,75,19872,3.6,3.6,,26863,2.7,1070,28353.0,1070-1370,21-29
SAN-JUAN-BAUTISTA-SCHOOL-OF-MEDICINE,medical,,PR,Caguas,,,True,private,,Unranked,-2,False,,,77,9849,,,,63,,,,N/A,N/A
SANTA-ANA-COLLEGE,regional-colleges-west,,CA,Santa Ana,92706,west,True,public,,Unranked,-2,False,,,,8788,,,,23936,,,,N/A,N/A
SANTA-CLARA-UNIVERSITY,national-universities,,CA,Santa Clara,95053,,True,private,,#60,60,True,29,28,52,59241,3.7,2.4,,6115,3.2,1290,45384.0,1290-1480,29-33
SANTA-FE-COLLEGE,regional-colleges-south,,FL,Gainesville,32606,south,True,public,,Unranked,-2,False,,,,9189,,,,12830,,,,N/A,N/A
SANTA-MONICA-COLLEGE,regional-colleges-west,,CA,Santa Monica,90405,west,True,public,,Unranked,-2,False,,,,9094,,,,23408,,,,N/A,N/A
SARAH-LAWRENCE-COLLEGE,national-liberal-arts-colleges,,NY,Bronxville,10708,,True,private,,#100,100,True,29,56,50,63678,3.8,,,1462,,1260,40447.0,1260-1450,29-33
SAVANNAH-COLLEGE-OF-ART-AND-DESIGN,regional-universities-south,SCAD,GA,Savannah,31402,south,True,private,,#9,9,True,20,45,82,40095,3.6,,,13622,,1060,46128.0,1060-1280,20-28
SAVANNAH-STATE-UNIVERSITY,regional-universities-south,,GA,Savannah,31404,south,True,public,,#110,110,True,,,,30274,,,,3138,< 2.0,,,N/A,N/A
SCHOOLCRAFT-COLLEGE,regional-colleges-midwest,,MI,Livonia,48152,midwest,True,public,,Unranked,-2,False,,,,7652,,,,8330,,,,N/A,N/A
SCHOOL-OF-THE-ART-INSTITUTE-OF-CHICAGO,specialty-arts,SAIC,IL,Chicago,60603,,True,private,,Unranked,-2,False,,,81,54530,,,,2819,,,,N/A,N/A
SCHOOL-OF-VISUAL-ARTS,regional-universities-north,,NY,New York,10010,north,True,proprietary,,#104,104,True,27,,87,49140,3.4,,,3533,,1168,,1168-1402,27-33
SCHREINER-UNIVERSITY,regional-universities-west,,TX,Kerrville,78028,west,True,private,,#67,67,True,17,,85,37396,3.5,,,1098,,920,,920-1140,17-24
SCRIPPS-COLLEGE,national-liberal-arts-colleges,,CA,Claremont,91711,,True,private,,#35,35,True,32,37,28,63434,,,,1081,,1390,35232.0,1390-1510,32-34
SEATTLE-CENTRAL-COLLEGE,regional-colleges-west,,WA,Seattle,98122,west,True,public,,Unranked,-2,False,,,,5354,,,,4698,,,,N/A,N/A
SEATTLE-PACIFIC-UNIVERSITY,national-universities,,WA,Seattle,98119,,True,private,,#269,269,True,20,,91,38814,3.6,2.5,,2428,2.1,1080,,1080-1350,20-27
SEATTLE-UNIVERSITY,national-universities,SU,WA,Seattle,98122,,True,private,,#163,163,True,24,42,85,54285,3.6,3.1,,4099,2.7,1190,34702.0,1190-1390,24-30
SEMINOLE-STATE-COLLEGE-OF-FLORIDA,regional-colleges-south,,FL,Sanford,32773,south,True,public,,Unranked,-2,False,,,,11456,,,,15315,,,,N/A,N/A
SENTARA-COLLEGE-OF-HEALTH-SCIENCES,health,,VA,Chesapeake,,,True,private,,Unranked,-2,False,,,,2828,,,,260,,,,N/A,N/A
SETON-HALL-UNIVERSITY,national-universities,,NJ,South Orange,07079,,True,private,,#151,151,True,28,,75,51370,3.7,,,6012,2.9,1230,,1230-1390,28-31
SETON-HILL-UNIVERSITY,regional-universities-north,,PA,Greensburg,15601,north,True,private,,#39,39,True,21,80,78,41414,,,,1630,,1040,31673.0,1040-1240,21-28
SHASTA-COLLEGE,regional-colleges-west,,CA,Redding,96003,west,True,public,,Unranked,-2,False,,,,8271,,,,7075,,,,N/A,N/A
SHAWNEE-STATE-UNIVERSITY,regional-universities-midwest,,OH,Portsmouth,45662,midwest,True,public,,#133,133,True,17,,77,16157,,,,3101,,970,,970-1200,17-23
SHAW-UNIVERSITY,regional-colleges-south,,NC,Raleigh,27601,south,True,private,,#91-99,-1,False,,,61,16480,2.8,,,924,,,,N/A,N/A
SHENANDOAH-UNIVERSITY,national-universities,,VA,Winchester,22601,,True,private,,#304,304,True,24,,74,36028,3.7,,,2461,2.0,1100,,1100-1290,24-30
SHEPHERD-UNIVERSITY,regional-universities-south,,WV,Shepherdstown,25443,south,True,public,,#79,79,True,19,,96,18722,3.6,,,2718,,930,,930-1170,19-24
SHIPPENSBURG-UNIVERSITY-OF-PENNSYLVANIA,regional-universities-north,,PA,Shippensburg,17257,north,True,public,,#104,104,True,18,,88,14122,3.3,< 2.0,,4443,2.0,980,,980-1210,18-28
SHORTER-UNIVERSITY,regional-universities-south,,GA,Rome,30165,south,True,private,,#105,105,True,17,,97,24044,,,,1394,,960,,960-1290,17-25
SIENA-COLLEGE,regional-universities-north,,NY,Loudonville,12211,north,True,private,,#13,13,True,22,71,71,42880,3.5,,,3519,2.2,1045,35759.0,1045-1270,22-31
SIENA-HEIGHTS-UNIVERSITY,regional-universities-midwest,,MI,Adrian,49221,midwest,True,private,,#55,55,True,,,68,29044,,,,1782,,,,N/A,N/A
SIERRA-NEVADA-UNIVERSITY,regional-universities-west,,NV,Incline Village,89451,west,True,private,,#105-115,-1,False,17,,67,,,,,279,,920,,920-1200,17-22
SIMMONS-UNIVERSITY,national-universities,,MA,Boston,02115,,True,private,,#151,151,True,28,73,76,45538,3.8,,,1789,2.1,1200,29179.0,1200-1390,28-32
SIMPSON-COLLEGE,regional-colleges-midwest,,IA,Indianola,50125,midwest,True,private,,#5,5,False,31,84,89,46212,3.6,,,1127,,1210,26654.0,1210-1440,31-33
SIMPSON-UNIVERSITY,national-liberal-arts-colleges,,CA,Redding,96003,,True,private,,#174,174,True,,,52,38522,3.3,,,729,,,,N/A,N/A
SINTE-GLESKA-UNIVERSITY,tribal,,SD,Rosebud,57570,,True,public,,Unranked,-2,False,,,,4714,,,,688,,,,N/A,N/A
SITTING-BULL-COLLEGE,tribal,,ND,Fort Yates,58538,,True,public,,Unranked,-2,False,,,,4010,,,,233,,,,N/A,N/A
SKAGIT-VALLEY-COLLEGE,regional-colleges-west,,WA,Mount Vernon,98273,west,True,public,,Unranked,-2,False,,,,7888,,,,3891,,,,N/A,N/A
SKIDMORE-COLLEGE,national-liberal-arts-colleges,,NY,Saratoga Springs,12866,,True,private,,#38,38,False,30,52,26,64880,,,,2758,,1300,31780.0,1300-1460,30-33
SKYLINE-COLLEGE,regional-colleges-west,,CA,San Bruno,94066,west,True,public,,Unranked,-2,False,,,,9508,,,,7776,,,,N/A,N/A
SLIPPERY-ROCK-UNIVERSITY-OF-PENNSYLVANIA,regional-universities-north,,PA,Slippery Rock,16057,north,True,public,,#50,50,True,18,22,74,14615,3.5,2.3,,6779,< 2.0,960,26361.0,960-1160,18-26
SMITH-COLLEGE,national-liberal-arts-colleges,,MA,Northampton,01063,,True,private,,#16,16,True,31,58,23,61568,,3.5,,2523,,1370,24536.0,1370-1520,31-34
SNOW-COLLEGE,regional-colleges-west,,UT,Ephraim,84627,west,True,public,,#19,19,False,16,,100,14130,2.8,,,6070,,400,,400-400,16-28
SOKA-UNIVERSITY-OF-AMERICA,national-liberal-arts-colleges,,CA,Aliso Viejo,92656,,True,private,,#56,56,True,26,84,57,37450,3.7,,,445,,1240,26285.0,1240-1440,26-27
SOLANO-COMMUNITY-COLLEGE,regional-colleges-west,,CA,Fairfield,94534,west,True,public,,Unranked,-2,False,,,,7628,,,,8105,,,,N/A,N/A
SONOMA-STATE-UNIVERSITY,regional-universities-west,,CA,Rohnert Park,94928,west,True,public,,#27,27,False,,,94,22388,,2.7,,5934,2.2,,,N/A,N/A
SOUTH-CAROLINA-STATE-UNIVERSITY,regional-universities-south,,SC,Orangeburg,29117,south,True,public,,#79,79,True,12,,84,23282,3.2,2.2,,2374,< 2.0,890,,890-1200,12-19
SOUTH-COLLEGE,national-universities,,TN,Knoxville,37909,,True,proprietary,,#395-435,-1,False,,,,17335,,,,4598,,,,N/A,N/A
SOUTH-DAKOTA-SCHOOL-OF-MINES-AND-TECHNOLOGY,regional-universities-midwest,,SD,Rapid City,57701,midwest,True,public,,#26,26,True,23,30,83,14800,3.7,2.3,,2164,,1160,27791.0,1160-1378,23-29
SOUTH-DAKOTA-STATE-UNIVERSITY,national-universities,,SD,Brookings,57007,,True,public,,#296,296,True,19,,86,12809,3.5,2.0,,9921,,1020,,1020-1240,19-25
SOUTHEASTERN-BAPTIST-THEOLOGICAL-SEMINARY,national-universities,,NC,Wake Forest,27587,,True,private,,#296,296,True,,,90,10234,,,,775,,,,N/A,N/A
SOUTHEASTERN-LOUISIANA-UNIVERSITY,regional-universities-south,,LA,Hammond,70402,south,True,public,,#84,84,False,21,,99,20851,3.5,,,12451,< 2.0,,,N/A,21-25
SOUTHEASTERN-OKLAHOMA-STATE-UNIVERSITY,regional-universities-west,,OK,Durant,74701,west,True,public,,#98,98,True,17,,74,15930,,,,3021,< 2.0,880,,880-1080,17-23
SOUTHEASTERN-UNIVERSITY,national-universities,,FL,Lakeland,33801,,True,private,,#395-435,-1,False,19,,50,31732,3.6,,,8840,,960,,960-1183,19-25
SOUTHEAST-MISSOURI-HOSPITAL-COLLEGE-OF-NURSING-AND-HEALTH-SCIENCES,health,,MO,Cape Girardeau,,,True,private,,Unranked,-2,False,,,33,11691,,,,158,,,,N/A,N/A
SOUTHEAST-MISSOURI-STATE-UNIVERSITY,regional-universities-midwest,,MO,Cape Girardeau,63701,midwest,True,public,,#88,88,True,17,,86,10839,3.6,< 2.0,,8454,< 2.0,970,,970-1180,17-24
SOUTHERN-ADVENTIST-UNIVERSITY,regional-universities-south,,TN,Collegedale,37315,south,True,private,,#41,41,True,19,,70,25290,3.6,,,2571,,980,,980-1280,19-26
SOUTHERN-ARKANSAS-UNIVERSITY,regional-universities-south,,AR,Magnolia,71754,south,True,public,,#86,86,True,17,,64,15400,3.5,< 2.0,,3148,< 2.0,900,,900-1160,17-24
SOUTHERN-BAPTIST-THEOLOGICAL-SEMINARY,faith,,KY,Louisville,40280,,True,private,,Unranked,-2,False,,,80,12000,,,,1019,,,,N/A,N/A
SOUTHERN-CALIFORNIA-INSTITUTE-OF-ARCHITECTURE,special-focus,,CA,Los Angeles,90013,,True,private,,Unranked,-2,False,,,65,50690,,,,256,,,,N/A,N/A
SOUTHERN-CALIFORNIA-UNIVERSITY-OF-HEALTH-SCIENCES,health,,CA,Whittier,,,True,private,,Unranked,-2,False,,,,13125,,,,545,,,,N/A,N/A
SOUTHERN-CONNECTICUT-STATE-UNIVERSITY,regional-universities-north,,CT,New Haven,06515,north,True,public,,#64,64,True,18,79,83,26104,3.2,,,6920,,870,33838.0,870-1080,18-25
SOUTHERN-ILLINOIS-UNIVERSITY-CARBONDALE,national-universities,Southern Illinois University Carbondale Southern Illinois University Carbondale,IL,Carbondale,62901,,True,public,,#280,280,True,19,,91,15522,3.2,< 2.0,,8000,2.4,900,,900-1140,19-27
SOUTHERN-ILLINOIS-UNIVERSITY-EDWARDSVILLE,national-universities,Southern Illinois University Edwardsville Southern Illinois University Edwardsville,IL,Edwardsville,62026,,True,public,,#332,332,True,19,,98,12922,3.6,2.8,,9321,2.2,930,,930-1160,19-26
SOUTHERN-METHODIST-UNIVERSITY,national-universities,SMU,TX,Dallas,75275,,True,private,,#89,89,True,31,28,52,64460,3.7,2.4,,7056,3.4,1370,42155.0,1370-1510,31-34
SOUTHERN-NAZARENE-UNIVERSITY,regional-universities-west,,OK,Bethany,73008,west,True,private,,#75,75,True,,,,28600,,,,1486,,,,N/A,N/A
SOUTHERN-NEW-HAMPSHIRE-UNIVERSITY,regional-universities-north,,NH,Manchester,03106,north,True,private,,#151-167,-1,False,,,89,16450,3.1,< 2.0,,2601,,,,N/A,N/A
SOUTHERN-OREGON-UNIVERSITY,regional-universities-west,,OR,Ashland,97520,west,True,public,,#69,69,True,18,,92,30051,,,,4273,,980,,980-1230,18-25
SOUTHERN-UNIVERSITY-AND-A&M-COLLEGE,national-universities,,LA,Baton Rouge,70813,,True,public,,#395-435,-1,False,15,,54,10479,3.1,< 2.0,,6470,< 2.0,890,,890-1060,15-19
SOUTHERN-UNIVERSITY-AT-NEW-ORLEANS,regional-universities-south,Southern University New Orleans Southern University New Orleans,LA,New Orleans,70126,south,True,public,,#123-135,-1,False,15,,46,8000,2.8,,,1680,< 2.0,,,N/A,15-18
SOUTHERN-UTAH-UNIVERSITY,regional-universities-west,,UT,Cedar City,84720,west,True,public,,#60,60,True,20,,84,20586,3.6,2.1,,12649,< 2.0,1030,,1030-1240,20-26
SOUTHERN-VIRGINIA-UNIVERSITY,national-liberal-arts-colleges,,VA,Buena Vista,24416,,True,private,,#186-204,-1,False,17,,100,19108,,,,1170,,1018,,1018-1226,17-26
SOUTHERN-WESLEYAN-UNIVERSITY,regional-universities-south,,SC,Central,29630,south,True,private,,#52,52,True,19,,52,27820,,,,896,,1013,,1013-1160,19-23
SOUTH-FLORIDA-STATE-COLLEGE,regional-colleges-south,,FL,Avon Park,33825,south,True,public,,Unranked,-2,False,,,100,11859,3.2,,,2892,,,,N/A,N/A
SOUTH-GEORGIA-STATE-COLLEGE,regional-colleges-south,,GA,Douglas,31533,south,True,public,,#85,85,False,,,99,9322,3.1,,,1794,,,,N/A,N/A
SOUTH-SEATTLE-COLLEGE,regional-colleges-west,Seattle Community College South Campus,WA,Seattle,98106,west,True,public,,Unranked,-2,False,,,,5354,,,,4893,,,,N/A,N/A
SOUTH-TEXAS-COLLEGE,regional-colleges-west,,TX,McAllen,78501,west,True,public,,#42,42,False,,,,7500,,,,28962,,,,N/A,N/A
SOUTH-UNIVERSITY,regional-universities-south,,GA,Savannah,33411,south,True,proprietary,,#123-135,-1,False,,,,17014,,,,239,,,,N/A,N/A
